"species","datasourceGUID","seedlotGUID","scarified","cs","ws","light","alternating","temperature","nseeds","ngerminated"
"Veronica longifolia","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","9ABA5B88-0602-B93B-669D-CB6BFA6B51E0","0","0","0","0","1",18,25,13
"Veronica longifolia","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","9ABA5B88-0602-B93B-669D-CB6BFA6B51E0","0","0","0","1","0",22,25,15
"Veronica longifolia","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","9ABA5B88-0602-B93B-669D-CB6BFA6B51E0","0","0","0","1","1",18,25,21
"Veronica longifolia","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","9ABA5B88-0602-B93B-669D-CB6BFA6B51E0","0","0","0","0","1",18,25,6
"Veronica longifolia","C9EBB7E2-90DA-074F-3032-DC372F53B9E2","9ABA5B88-0602-B93B-669D-CB6BFA6B51E0","0","0","0","1","1",18,25,24
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","0","0","1","0",21,50,4
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","0",26,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E4574B5C-EC96-9FB5-029E-1FECB4B33C39","0","0","0","1","1",16,50,18
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","1","0","1","1",16,49,48
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","0","0","1","0",16,50,40
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","0","0","1","1",16,50,45
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","0","0","1","0",26,50,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","745220BF-7054-2812-275A-0767C3DF2F2F","0","0","0","1","1",16,20,20
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","161E2119-52A2-BF01-C4EC-153AD57EEADB","0","0","0","1","0",15,20,16
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","0",20,50,42
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","0","0","1","0",16,50,33
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3DEEC444-0236-A784-D350-4B8052CA8379","0","0","0","1","0",26,20,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9179E4A9-3204-03D7-7A34-20916CE16EF9","0","0","0","1","1",16,50,17
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","0","0","1","1",16,50,36
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","41F951F1-C016-C2FE-629A-03A30C1CBFEF","0","0","0","1","1",16,100,80
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","0","0","1","0",16,50,28
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","0",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","1","0","1","1",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","161E2119-52A2-BF01-C4EC-153AD57EEADB","0","0","0","1","0",20,20,12
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E4574B5C-EC96-9FB5-029E-1FECB4B33C39","0","1","0","1","1",15,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","745220BF-7054-2812-275A-0767C3DF2F2F","0","0","0","1","1",16,100,94
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","1","0","1","0",16,50,32
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","161E2119-52A2-BF01-C4EC-153AD57EEADB","0","0","0","1","0",25,20,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","41F951F1-C016-C2FE-629A-03A30C1CBFEF","0","0","0","1","1",16,50,17
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3DEEC444-0236-A784-D350-4B8052CA8379","0","0","0","1","1",16,20,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","745220BF-7054-2812-275A-0767C3DF2F2F","0","0","0","1","1",13.33333333,20,20
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3DEEC444-0236-A784-D350-4B8052CA8379","0","0","0","1","0",16,20,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","1","0","1","0",21,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","1","0","1","1",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9179E4A9-3204-03D7-7A34-20916CE16EF9","0","0","0","1","0",21,50,2
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","1","0","1","1",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9179E4A9-3204-03D7-7A34-20916CE16EF9","0","1","0","1","1",16,48,29
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E4574B5C-EC96-9FB5-029E-1FECB4B33C39","0","1","0","1","1",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9179E4A9-3204-03D7-7A34-20916CE16EF9","0","0","0","1","0",21,100,85
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3DEEC444-0236-A784-D350-4B8052CA8379","0","0","0","1","0",21,20,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","0",21,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","1","0","1","1",16,50,43
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E4574B5C-EC96-9FB5-029E-1FECB4B33C39","0","0","0","1","1",16,100,95
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","2E0EBA98-AB72-EA7B-CF11-EECECE4B02D6","0","0","0","1","1",16,50,37
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","0","0","1","0",21,50,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","0","0","1","0",26,50,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","0","0","1","0",26,50,0
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","0","0","1","0",21,50,2
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3DEEC444-0236-A784-D350-4B8052CA8379","0","1","0","1","1",16,20,12
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","1",16,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B6055B9A-C74C-8C73-BA7B-23EDD6341447","0","1","0","1","1",15,20,19
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","EE1B6C23-0D24-30A3-8747-789EB041549A","0","0","0","1","0",20,50,50
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","161E2119-52A2-BF01-C4EC-153AD57EEADB","0","0","0","1","1",13.33333333,20,12
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","41F951F1-C016-C2FE-629A-03A30C1CBFEF","0","1","0","1","1",16,20,8
"Veronica officinalis","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B9AFA55D-32CF-062C-E7CA-E65F23AB7775","0","1","0","1","1",16,50,47
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","1",16,20,19
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",16,20,18
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",21,19,9
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",20,20,14
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",15,20,18
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",26,19,18
"Veronica persica","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3423F04A-C2B4-2BC5-AC41-618E97D8E7D0","0","0","0","1","0",21,20,19
"Veronica polita","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3BC00B48-394C-078E-77B6-2421F9C29509","0","0","0","1","0",21,20,8
"Veronica polita","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3BC00B48-394C-078E-77B6-2421F9C29509","0","0","0","1","1",16,20,20
"Veronica polita","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3BC00B48-394C-078E-77B6-2421F9C29509","0","0","0","1","0",16,20,5
"Veronica polita","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3BC00B48-394C-078E-77B6-2421F9C29509","0","0","0","1","0",26,20,8
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E92C9644-58D0-791B-13A9-7EC9C7887DA4","0","0","0","1","1",16,100,91
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E92C9644-58D0-791B-13A9-7EC9C7887DA4","0","0","0","1","1",16,50,50
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",6,50,29
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","0","0","1","0",15,50,50
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","0","0","1","0",21,50,25
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","0","0","1","0",16,50,50
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",11,50,47
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",21,50,0
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","0","0","1","1",16,50,50
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","08C1AF33-A3EC-2FB9-B635-7C624AF79616","0","0","0","1","0",10,8,8
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E92C9644-58D0-791B-13A9-7EC9C7887DA4","0","0","0","1","1",16,20,19
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","08C1AF33-A3EC-2FB9-B635-7C624AF79616","0","0","0","1","1",13.33333333,10,9
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0BF4B9F6-C1C3-8696-AF11-BF4847072413","0","0","0","1","1",13.33333333,20,20
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",26,50,0
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","1","0","1","1",16,50,0
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","08C1AF33-A3EC-2FB9-B635-7C624AF79616","0","0","0","1","0",15,10,10
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C408DD18-A306-784E-B550-FE45CC09DAC1","0","0","0","1","0",26,50,0
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",11,49,42
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",10,50,49
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0BF4B9F6-C1C3-8696-AF11-BF4847072413","0","0","0","1","1",16,20,20
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","0BF4B9F6-C1C3-8696-AF11-BF4847072413","0","0","0","1","0",16,20,18
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C3064113-1291-4EBB-894E-A587276ECFB0","0","0","0","1","0",16,20,18
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C3064113-1291-4EBB-894E-A587276ECFB0","0","0","0","1","1",15,20,20
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","C3064113-1291-4EBB-894E-A587276ECFB0","0","0","0","1","1",16,20,18
"Veronica praecox","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D60226C0-4001-E725-73ED-EB7492910139","0","0","0","1","0",16,50,1
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,7,3
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,20,1
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,16,6
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,13,8
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,17,9
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,9,5
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,20,0
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,9,4
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,8,4
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,11,6
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,20,1
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,20,2
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,20,0
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","1",18,14,5
"Veronica scutellata","6BE4D362-8351-E596-0832-967328B53BA9","C3F2183C-370E-2A07-1B3B-942397011841","0","0","0","1","0",22,9,2
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","86F2A33A-D06B-8976-5B1E-FE9C25BF5F79","0","0","0","1","1",16,20,20
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","1",23.33333333,20,5
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","86F2A33A-D06B-8976-5B1E-FE9C25BF5F79","0","0","0","1","0",26,20,5
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","1",15,20,15
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",10,13,13
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","0",16,20,1
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",14,14,14
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",22,9,9
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","86F2A33A-D06B-8976-5B1E-FE9C25BF5F79","0","0","0","1","0",16,20,3
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",22,5,5
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",26,20,1
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","86F2A33A-D06B-8976-5B1E-FE9C25BF5F79","0","0","0","1","0",21,20,1
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",14,15,15
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B36FBBB0-56F1-1DD0-DFA5-4401BB37E139","0","0","0","1","1",13.33333333,20,20
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",18,20,20
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",10,10,10
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","B36FBBB0-56F1-1DD0-DFA5-4401BB37E139","0","0","0","1","0",15,20,7
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","1",15,20,13
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",14,18,18
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",18,13,13
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","0",26,20,1
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",10,9,9
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",14,13,13
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",6,20,0
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",26,20,0
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",10,5,5
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",18,8,8
"Veronica serpyllifolia","C1A0626B-D713-F8FB-F39E-E2EF64BFC415","897D018A-2BE0-5ACE-8444-32C403418832","0","0","0","1","1",14,12,12
"Veronica serpyllifolia","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","9D5CBC01-888F-1A43-9639-F5BEBA69F3BA","0","0","0","1","0",21,20,1
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D2BAE14B-756C-3D1C-7113-A0E911071963","0","0","0","1","1",16,50,49
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06A88838-AD9A-A276-36A3-166628112D5E","0","0","0","1","0",20,20,20
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06A88838-AD9A-A276-36A3-166628112D5E","0","0","0","1","0",21,20,20
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D2BAE14B-756C-3D1C-7113-A0E911071963","0","0","0","1","0",21,100,100
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D3C5CA61-9F84-C81F-78A6-4B80857C20D6","0","0","0","1","0",10,20,18
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E61721E7-1011-39E0-0014-5E094A4075DE","0","0","0","1","0",20,70,64
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D3C5CA61-9F84-C81F-78A6-4B80857C20D6","0","0","0","1","0",15,20,18
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D3C5CA61-9F84-C81F-78A6-4B80857C20D6","0","0","0","1","0",20,20,19
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D2BAE14B-756C-3D1C-7113-A0E911071963","0","0","0","1","0",21,50,47
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E61721E7-1011-39E0-0014-5E094A4075DE","0","0","0","1","0",21,108,108
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","06A88838-AD9A-A276-36A3-166628112D5E","0","0","0","1","0",21,100,97
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D2BAE14B-756C-3D1C-7113-A0E911071963","0","0","0","1","1",15,20,19
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","D2BAE14B-756C-3D1C-7113-A0E911071963","0","0","0","1","0",21,50,42
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","FFCCBA15-190B-062C-AC57-C8B531BE8B6E","0","0","0","1","0",21,16,13
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","FFCCBA15-190B-062C-AC57-C8B531BE8B6E","0","0","0","1","0",21,100,88
"Veronica spicata","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","FFCCBA15-190B-062C-AC57-C8B531BE8B6E","0","0","0","1","0",20,19,18
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","1","0","0","1","1",16,20,2
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","0","0","0","1","0",21,20,1
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","0","0","0","1","1",16,20,10
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","0","0","0","1","0",26,20,0
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","0","1","0","1","1",16,20,0
"Veronica triphyllos","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","334F5FDA-916C-475A-59FA-8876CB9161EC","0","0","0","1","0",16,20,3
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3E96DF78-692A-C7C7-1115-E7D4741EA6E6","0","0","0","1","0",26,20,20
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7D86EC84-B984-89F2-D680-F26748E037B2","0","0","0","1","0",25,19,17
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","E5F0AA82-1A50-FF26-F6C2-D73A1A45F364","0","0","0","1","1",15,10,10
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7D86EC84-B984-89F2-D680-F26748E037B2","0","0","0","1","1",16,25,22
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3E96DF78-692A-C7C7-1115-E7D4741EA6E6","0","0","0","1","0",20,20,20
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7D86EC84-B984-89F2-D680-F26748E037B2","0","0","0","1","1",16,100,48
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3E96DF78-692A-C7C7-1115-E7D4741EA6E6","0","1","0","1","0",21,20,17
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","3E96DF78-692A-C7C7-1115-E7D4741EA6E6","0","0","0","1","0",21,20,20
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7D86EC84-B984-89F2-D680-F26748E037B2","0","0","0","1","0",26,20,18
"Veronica verna","4ABF122C-7DFC-20DB-2E6F-E00E2F9E889D","7D86EC84-B984-89F2-D680-F26748E037B2","0","0","0","1","0",2,100,88
